name,role,type,demographic,description,units,missing_values
Attribute330,Feature,Continuous,,,,no
Attribute331,Feature,Continuous,,,,no
Attribute332,Feature,Continuous,,,,no
Attribute333,Feature,Continuous,,,,no
Attribute334,Feature,Continuous,,,,no
Attribute335,Feature,Continuous,,,,no
Attribute336,Feature,Continuous,,,,no
Attribute337,Feature,Continuous,,,,no
Attribute338,Feature,Continuous,,,,no
Attribute339,Feature,Continuous,,,,no
Attribute340,Feature,Continuous,,,,no
Attribute341,Feature,Continuous,,,,no
Attribute342,Feature,Continuous,,,,no
Attribute343,Feature,Continuous,,,,no
Attribute344,Feature,Continuous,,,,no
Attribute345,Feature,Continuous,,,,no
Attribute346,Feature,Continuous,,,,no
Attribute347,Feature,Continuous,,,,no
Attribute348,Feature,Continuous,,,,no
Attribute349,Feature,Continuous,,,,no
Attribute350,Feature,Continuous,,,,no
Attribute351,Feature,Continuous,,,,no
Attribute352,Feature,Continuous,,,,no
Attribute353,Feature,Continuous,,,,no
Attribute354,Feature,Continuous,,,,no
Attribute355,Feature,Continuous,,,,no
Attribute356,Feature,Continuous,,,,no
Attribute357,Feature,Continuous,,,,no
Attribute358,Feature,Continuous,,,,no
Attribute359,Feature,Continuous,,,,no
Attribute360,Feature,Continuous,,,,no
Attribute361,Feature,Continuous,,,,no
Attribute362,Feature,Continuous,,,,no
Attribute363,Feature,Continuous,,,,no
Attribute364,Feature,Continuous,,,,no
Attribute365,Feature,Continuous,,,,no
Attribute366,Feature,Continuous,,,,no
Attribute367,Feature,Continuous,,,,no
Attribute368,Feature,Continuous,,,,no
Attribute369,Feature,Continuous,,,,no
Attribute370,Feature,Continuous,,,,no
Attribute371,Feature,Continuous,,,,no
Attribute372,Feature,Continuous,,,,no
Attribute373,Feature,Continuous,,,,no
Attribute374,Feature,Continuous,,,,no
Attribute375,Feature,Continuous,,,,no
Attribute376,Feature,Continuous,,,,no
Attribute377,Feature,Continuous,,,,no
Attribute378,Feature,Continuous,,,,no
Attribute379,Feature,Continuous,,,,no
Attribute380,Feature,Continuous,,,,no
Attribute381,Feature,Continuous,,,,no
Attribute382,Feature,Continuous,,,,no
Attribute383,Feature,Continuous,,,,no
Attribute384,Feature,Continuous,,,,no
Attribute385,Feature,Continuous,,,,no
Attribute386,Feature,Continuous,,,,no
Attribute387,Feature,Continuous,,,,no
Attribute388,Feature,Continuous,,,,no
Attribute389,Feature,Continuous,,,,no
Attribute390,Feature,Continuous,,,,no
Attribute391,Feature,Continuous,,,,no
Attribute392,Feature,Continuous,,,,no
Attribute393,Feature,Continuous,,,,no
Attribute394,Feature,Continuous,,,,no
Attribute395,Feature,Continuous,,,,no
Attribute396,Feature,Continuous,,,,no
Attribute397,Feature,Continuous,,,,no
Attribute398,Feature,Continuous,,,,no
Attribute399,Feature,Continuous,,,,no
Attribute400,Feature,Continuous,,,,no
Attribute401,Feature,Continuous,,,,no
Attribute402,Feature,Continuous,,,,no
Attribute403,Feature,Continuous,,,,no
Attribute404,Feature,Continuous,,,,no
Attribute405,Feature,Continuous,,,,no
Attribute406,Feature,Continuous,,,,no
Attribute407,Feature,Continuous,,,,no
Attribute408,Feature,Continuous,,,,no
Attribute409,Feature,Continuous,,,,no
Attribute410,Feature,Continuous,,,,no
Attribute411,Feature,Continuous,,,,no
Attribute412,Feature,Continuous,,,,no
Attribute413,Feature,Continuous,,,,no
Attribute414,Feature,Continuous,,,,no
Attribute415,Feature,Continuous,,,,no
Attribute416,Feature,Continuous,,,,no
Attribute417,Feature,Continuous,,,,no
Attribute418,Feature,Continuous,,,,no
Attribute419,Feature,Continuous,,,,no
Attribute420,Feature,Continuous,,,,no
Attribute421,Feature,Continuous,,,,no
Attribute422,Feature,Continuous,,,,no
Attribute423,Feature,Continuous,,,,no
Attribute424,Feature,Continuous,,,,no
Attribute425,Feature,Continuous,,,,no
Attribute426,Feature,Continuous,,,,no
Attribute427,Feature,Continuous,,,,no
Attribute428,Feature,Continuous,,,,no
Attribute429,Feature,Continuous,,,,no
Attribute430,Feature,Continuous,,,,no
Attribute431,Feature,Continuous,,,,no
Attribute432,Feature,Continuous,,,,no
Attribute433,Feature,Continuous,,,,no
Attribute434,Feature,Continuous,,,,no
Attribute435,Feature,Continuous,,,,no
Attribute436,Feature,Continuous,,,,no
Attribute437,Feature,Continuous,,,,no
Attribute438,Feature,Continuous,,,,no
Attribute439,Feature,Continuous,,,,no
Attribute440,Feature,Continuous,,,,no
Attribute441,Feature,Continuous,,,,no
Attribute442,Feature,Continuous,,,,no
Attribute443,Feature,Continuous,,,,no
Attribute444,Feature,Continuous,,,,no
Attribute445,Feature,Continuous,,,,no
Attribute446,Feature,Continuous,,,,no
Attribute447,Feature,Continuous,,,,no
Attribute448,Feature,Continuous,,,,no
Attribute449,Feature,Continuous,,,,no
Attribute450,Feature,Continuous,,,,no
Attribute451,Feature,Continuous,,,,no
Attribute452,Feature,Continuous,,,,no
Attribute453,Feature,Continuous,,,,no
Attribute454,Feature,Continuous,,,,no
Attribute455,Feature,Continuous,,,,no
Attribute456,Feature,Continuous,,,,no
Attribute457,Feature,Continuous,,,,no
Attribute458,Feature,Continuous,,,,no
Attribute459,Feature,Continuous,,,,no
Attribute460,Feature,Continuous,,,,no
Attribute461,Feature,Continuous,,,,no
Attribute462,Feature,Continuous,,,,no
Attribute463,Feature,Continuous,,,,no
Attribute464,Feature,Continuous,,,,no
Attribute465,Feature,Continuous,,,,no
Attribute466,Feature,Continuous,,,,no
Attribute467,Feature,Continuous,,,,no
Attribute468,Feature,Continuous,,,,no
Attribute469,Feature,Continuous,,,,no
Attribute470,Feature,Continuous,,,,no
Attribute471,Feature,Continuous,,,,no
Attribute472,Feature,Continuous,,,,no
Attribute473,Feature,Continuous,,,,no
Attribute474,Feature,Continuous,,,,no
Attribute475,Feature,Continuous,,,,no
Attribute476,Feature,Continuous,,,,no
Attribute477,Feature,Continuous,,,,no
Attribute478,Feature,Continuous,,,,no
Attribute479,Feature,Continuous,,,,no
Attribute480,Feature,Continuous,,,,no
Attribute481,Feature,Continuous,,,,no
Attribute482,Feature,Continuous,,,,no
Attribute483,Feature,Continuous,,,,no
Attribute484,Feature,Continuous,,,,no
Attribute485,Feature,Continuous,,,,no
Attribute486,Feature,Continuous,,,,no
Attribute487,Feature,Continuous,,,,no
Attribute488,Feature,Continuous,,,,no
Attribute489,Feature,Continuous,,,,no
Attribute490,Feature,Continuous,,,,no
Attribute491,Feature,Continuous,,,,no
Attribute492,Feature,Continuous,,,,no
Attribute493,Feature,Continuous,,,,no
Attribute494,Feature,Continuous,,,,no
Attribute495,Feature,Continuous,,,,no
Attribute496,Feature,Continuous,,,,no
Attribute497,Feature,Continuous,,,,no
Attribute498,Feature,Continuous,,,,no
Attribute499,Feature,Continuous,,,,no
Attribute500,Feature,Continuous,,,,no
Attribute501,Feature,Continuous,,,,no
Attribute502,Feature,Continuous,,,,no
Attribute503,Feature,Continuous,,,,no
Attribute504,Feature,Continuous,,,,no
Attribute505,Feature,Continuous,,,,no
Attribute506,Feature,Continuous,,,,no
Attribute507,Feature,Continuous,,,,no
Attribute508,Feature,Continuous,,,,no
Attribute509,Feature,Continuous,,,,no
Attribute510,Feature,Continuous,,,,no
Attribute511,Feature,Continuous,,,,no
Attribute512,Feature,Continuous,,,,no
Attribute513,Feature,Continuous,,,,no
Attribute514,Feature,Continuous,,,,no
Attribute515,Feature,Continuous,,,,no
Attribute516,Feature,Continuous,,,,no
Attribute517,Feature,Continuous,,,,no
Attribute518,Feature,Continuous,,,,no
Attribute519,Feature,Continuous,,,,no
Attribute520,Feature,Continuous,,,,no
Attribute521,Feature,Continuous,,,,no
Attribute522,Feature,Continuous,,,,no
Attribute523,Feature,Continuous,,,,no
Attribute524,Feature,Continuous,,,,no
Attribute525,Feature,Continuous,,,,no
Attribute526,Feature,Continuous,,,,no
Attribute527,Feature,Continuous,,,,no
Attribute528,Feature,Continuous,,,,no
Attribute529,Feature,Continuous,,,,no
Attribute530,Feature,Continuous,,,,no
Attribute531,Feature,Continuous,,,,no
Attribute532,Feature,Continuous,,,,no
Attribute533,Feature,Continuous,,,,no
Attribute534,Feature,Continuous,,,,no
Attribute535,Feature,Continuous,,,,no
Attribute536,Feature,Continuous,,,,no
Attribute537,Feature,Continuous,,,,no
Attribute538,Feature,Continuous,,,,no
Attribute539,Feature,Continuous,,,,no
Attribute540,Feature,Continuous,,,,no
Attribute541,Feature,Continuous,,,,no
Attribute542,Feature,Continuous,,,,no
Attribute543,Feature,Continuous,,,,no
Attribute544,Feature,Continuous,,,,no
Attribute545,Feature,Continuous,,,,no
Attribute546,Feature,Continuous,,,,no
Attribute547,Feature,Continuous,,,,no
Attribute548,Feature,Continuous,,,,no
Attribute549,Feature,Continuous,,,,no
Attribute550,Feature,Continuous,,,,no
Attribute551,Feature,Continuous,,,,no
Attribute552,Feature,Continuous,,,,no
Attribute553,Feature,Continuous,,,,no
Attribute554,Feature,Continuous,,,,no
Attribute555,Feature,Continuous,,,,no
Attribute556,Feature,Continuous,,,,no
Attribute557,Feature,Continuous,,,,no
Attribute558,Feature,Continuous,,,,no
Attribute559,Feature,Continuous,,,,no
Attribute560,Feature,Continuous,,,,no
Attribute561,Feature,Continuous,,,,no
Attribute562,Feature,Continuous,,,,no
Attribute563,Feature,Continuous,,,,no
Attribute564,Feature,Continuous,,,,no
Attribute565,Feature,Continuous,,,,no
Attribute566,Feature,Continuous,,,,no
Attribute567,Feature,Continuous,,,,no
Attribute568,Feature,Continuous,,,,no
Attribute569,Feature,Continuous,,,,no
Attribute570,Feature,Continuous,,,,no
Attribute571,Feature,Continuous,,,,no
Attribute572,Feature,Continuous,,,,no
Attribute573,Feature,Continuous,,,,no
Attribute574,Feature,Continuous,,,,no
Attribute575,Feature,Continuous,,,,no
Attribute576,Feature,Continuous,,,,no
Attribute577,Feature,Continuous,,,,no
Attribute578,Feature,Continuous,,,,no
Attribute579,Feature,Continuous,,,,no
Attribute580,Feature,Continuous,,,,no
Attribute581,Feature,Continuous,,,,no
Attribute582,Feature,Continuous,,,,no
Attribute583,Feature,Continuous,,,,no
Attribute584,Feature,Continuous,,,,no
Attribute585,Feature,Continuous,,,,no
Attribute586,Feature,Continuous,,,,no
Attribute587,Feature,Continuous,,,,no
Attribute588,Feature,Continuous,,,,no
Attribute589,Feature,Continuous,,,,no
Attribute590,Feature,Continuous,,,,no
Attribute591,Feature,Continuous,,,,no
Attribute592,Feature,Continuous,,,,no
Attribute593,Feature,Continuous,,,,no
Attribute594,Feature,Continuous,,,,no
Attribute595,Feature,Continuous,,,,no
Attribute596,Feature,Continuous,,,,no
Attribute597,Feature,Continuous,,,,no
Attribute598,Feature,Continuous,,,,no
Attribute599,Feature,Continuous,,,,no
Attribute600,Feature,Continuous,,,,no
Attribute601,Feature,Continuous,,,,no
Attribute602,Feature,Continuous,,,,no
Attribute603,Feature,Continuous,,,,no
Attribute604,Feature,Continuous,,,,no
Attribute605,Feature,Continuous,,,,no
Attribute606,Feature,Continuous,,,,no
Attribute607,Feature,Continuous,,,,no
Attribute608,Feature,Continuous,,,,no
Attribute609,Feature,Continuous,,,,no
Attribute610,Feature,Continuous,,,,no
Attribute611,Feature,Continuous,,,,no
Attribute612,Feature,Continuous,,,,no
Attribute613,Feature,Continuous,,,,no
Attribute614,Feature,Continuous,,,,no
Attribute615,Feature,Continuous,,,,no
Attribute616,Feature,Continuous,,,,no
Attribute617,Feature,Continuous,,,,no
class,Target,Categorical,,,,no
